NZ_CP030105.1_10	iYL1228.KPN_00440	38.9	185	111	2	1	185	1	183	1.1e-33	142.1
NZ_CP030105.1_12	iECED1_1282.ECED1_0786	35.1	262	169	1	2	262	3	264	6.3e-42	169.9
NZ_CP030105.1_12	iEcolC_1368.EcolC_2822	35.1	262	169	1	2	262	3	264	8.2e-42	169.5
NZ_CP030105.1_12	iECOK1_1307.ECOK1_0824	35.1	262	169	1	2	262	3	264	1.1e-41	169.1
NZ_CP030105.1_12	iUTI89_1310.UTI89_C0825	35.1	262	169	1	2	262	3	264	1.1e-41	169.1
NZ_CP030105.1_12	iUMN146_1321.UM146_13540	35.1	262	169	1	2	262	3	264	1.1e-41	169.1
NZ_CP030105.1_12	iECIAI1_1343.ECIAI1_0861	34.7	262	170	1	2	262	3	264	1.1e-41	169.1
NZ_CP030105.1_12	iECS88_1305.ECS88_0839	35.1	262	169	1	2	262	3	264	1.1e-41	169.1
NZ_CP030105.1_12	iECP_1309.ECP_0835	35.1	262	169	1	2	262	3	264	1.1e-41	169.1
NZ_CP030105.1_12	iSSON_1240.SSON_0804	34.7	262	170	1	2	262	3	264	1.1e-41	169.1
NZ_CP030105.1_12	iECSF_1327.ECSF_0746	35.1	262	169	1	2	262	3	264	1.1e-41	169.1
NZ_CP030105.1_12	iECNA114_1301.ECNA114_0764	35.1	262	169	1	2	262	3	264	1.1e-41	169.1
NZ_CP030105.1_12	iE2348C_1286.E2348C_0773	35.1	262	169	1	2	262	3	264	1.1e-41	169.1
NZ_CP030105.1_12	iAPECO1_1312.APECO1_1271	35.1	262	169	1	2	262	3	264	1.1e-41	169.1
NZ_CP030105.1_12	iECB_1328.ECB_00789	34.7	262	170	1	2	262	3	264	1.4e-41	168.7
NZ_CP030105.1_12	iEcDH1_1363.EcDH1_2820	34.7	262	170	1	2	262	3	264	1.4e-41	168.7
NZ_CP030105.1_12	iECBD_1354.ECBD_2801	34.7	262	170	1	2	262	3	264	1.4e-41	168.7
